"text","label","pairs_diff"
"i got your pm, jitobear. it was full of the vilest profanity, name calling, hatred, and a half dozen other nasty things.  too bad you didn't have the guts to post that live.  you and shadow have lost it. there's no doubt about it. shooter is close behind. but there's still hope for you all if you'll turn from your anti biblical folly and quit with your failed moral relativism.","1","NP,@S,0.06	VP,.,1.12	VBD,NP,0.71	NP,NP,0.19	NP,,,0.03	PRP$,NN,0.23	"
"Ah but the laws of God have been the basis for many of our laws........","1","NP,@S,0.14	NP,PP,0.17	CC,NP,0.13	NP,PP,0.26	DT,NNS,0.10	IN,NP,0.02	VP,:,0.12	VBP,VP,0.31	VBN,NP,0.17	NP,PP,0.16	DT,NN,0.01	IN,NP,0.17	NP,PP,0.00	IN,NP,0.03	PRP$,NNS,0.10	"
"es what it was told to do if it encountered those conditions. The computer never makes up its own options and chooses its own preferred course of action.","1","NP,@S,2.34	SBAR,.,0.64	WHNP,S,0.75	NP,VP,0.33	VBD,VP,0.83	VBN,S,0.30	TO,VP,0.12	VB,SBAR,0.22	IN,S,1.06	NP,VP,0.29	VBD,NP,0.20	DT,NNS,0.00	"
"Go do your own homework. I'm not busting my butt for a certified Christ denier who never admits anything when information is provided. Figure it all out yourself.","1","VP,.,1.69	VB,VP,0.51	VB,NP,0.69	PRP$,@NP,1.24	JJ,NN,1.19	"
"The concept of Free Will is Bull Shite . It's not FREE if you are faced with a consequence for your choice.","1","NP,@S,0.86	NP,PP,0.10	DT,NN,0.00	IN,NP,0.27	NNP,NNP,0.22	VP,.,0.10	VBZ,NP,0.02	NNP,NNP,0.00	"
"every person should attempt to preserve what they hold dear.  if the atheist is a objectivst who loves the ideal of freedom and capatalism then they will probably support a battle against the terrorists. if the atheist is a communist, he may not really care if america is destroyed. (i only mentioned objectivst and communist as examples i am aware that their are other forms of atheism and i do not need to be informed of this. i'm also aware that not all communists are atheists.) what do you mean 'the civil rights of terrorists'. i haven't heard any atheists or non atheists suggest such a thing.","1","NP,@S,3.43	DT,NN,0.01	VP,.,2.76	MD,VP,1.27	VB,S,0.37	TO,VP,0.50	VB,SBAR,0.62	WHNP,S,1.39	NP,VP,0.55	VBP,ADJP,0.04	"
"i don't pretend to know what is behind your movement, but you obviously hate society.","1","S,.,4.00	S,S,0.05	S,CC,2.56	S,,,2.11	NP,VP,4.14	VP,VP,0.44	VBP,RB,0.02	VB,S,0.32	TO,VP,0.12	VB,SBAR,0.15	WHNP,S,0.20	VBZ,PP,0.17	IN,NP,0.02	PRP$,NN,0.04	NP,@S,2.34	ADVP,VP,2.37	VBP,NP,5.17	"
"why am i not surprised at such an answer. people with no common sense nor the ability or desire to recognize the obvious need someone else to tell them what to think. you people can remain in denial of reality but we have hundreds of thousands of bars and clubs, both straight and gay throughout this country, and they are all packed to overflowing 5 out of 7 nights a week, every week of the year. if you actually think that the vast majority are there just for a drink with friends then you explain why we have millions of abortions each year by mostly single unattached women? where are they all getting pregnant genius, in church, at work and in school? emoticonxgood","1","WHADVP,@SBARQ,4.09	SQ,.,3.58	SQ,VP,2.16	VBP,NP,1.13	RB,@VP,9.59	VBN,PP,4.23	IN,NP,0.08	PDT,@NP,0.04	DT,NN,0.04	"
"yeah, why don't you show just how bigoted and stereotyped this thread is? go out there, find all sorts of cases of gop led efforts to protect gay rights and rub our faces in it!!! go on!!! should be a piece of cake, no?","1","NP,@S,9.28	,,@S,5.93	SBAR,@S,4.14	WHADVP,S,0.19	VBP,RB,0.02	NP,@S,5.55	VP,.,5.18	VBP,SBAR,4.35	WHADVP,S,3.57	RB,WRB,0.00	NP,VP,1.93	ADJP,@NP,0.36	ADJP,JJ,0.76	JJ,CC,0.15	DT,NN,0.23	"
"this is the part you are misquoting. 'it is not within judicial notice that a shotgun having a barrel of less than 18 inches in length is any part of the ordinary military equipment or that its use could contribute to the common defense.' now it states the shotgun with a barrel length of eightteen inches is not military equipment.  so if the anti gun gun control advocates are going to use this to defend their claim they are wrong.","1","NP,@S,1.84	VP,.,1.24	VBZ,NP,0.93	NP,SBAR,0.91	DT,NN,0.00	NP,VP,0.27	VBP,VP,0.22	"
"Theories and laws are completely different. I think this paragraph should answer your questions thoroughly.","1","NP,@S,0.97	NP,NNS,0.98	NNS,CC,0.22	VP,.,0.26	VBP,ADJP,0.50	RB,JJ,0.00	"
"most any parent (except a bad parent) is going to love their kid no matter what and most people aren't evil gay haters after all.","1","S,.,2.36	S,S,3.83	S,CC,1.61	NP,VP,8.30	NP,PRN,4.12	NP,NP,0.00	DT,NN,0.00	-LRB-,@PRN,4.43	PP,-RRB-,6.34	IN,NP,7.17	DT,@NP,7.32	JJ,NN,10.12	VBZ,VP,4.83	VBG,S,1.88	TO,VP,2.64	VB,S,10.36	S,NP,0.08	NP,ADVP,0.26	PRP$,NN,0.01	DT,NN,5.92	NP,VP,2.77	JJS,NNS,0.01	VP,PP,2.38	VP,NP,1.84	VBP,RB,0.02	JJ,@NP,3.82	JJ,NNS,0.26	IN,NP,0.00	"
"It's called a technical correction, and if you had any knowledge about these things you would know this. All commodities and equities have gone up substantially over the last year and a correction was in order. Oil broke through a 5 year old resistance line a while back and that usually means that the price is going down even further. I expect oil to be heading towards the mid 40's before going up again after the OPEC production cut at the end of the month. And if you think that inflation has no effect on the price of oil or any other commodity stock, then you're either ignorant, stupid or both. Inflation affects the price of everything on this planet.","1","S,.,0.22	S,S,2.70	S,CC,1.14	S,,,1.04	NP,VP,0.67	VBZ,VP,0.47	VBN,NP,3.35	DT,@NP,2.00	JJ,NN,0.19	SBAR,@S,0.18	IN,S,0.39	NP,VP,0.06	VBD,NP,0.14	NP,PP,0.22	DT,NN,0.01	IN,NP,0.06	DT,NNS,0.00	NP,VP,0.17	MD,VP,0.13	VB,NP,0.01	"
"you're full of it. go back and reread my posts, including the one with biblical verses. and, to put an exclamation point on jesus and the constitution, it was dated in 'the year of our lord one thousand seven hundred and eighty seven.' that's right. not the lord, but our lord! there he is   jesus in the constitution!!! chew on that, o flatulent one!","1","NP,@S,2.61	VP,.,1.73	VBP,ADJP,2.59	JJ,PP,5.40	IN,NP,0.02	"
"Just because YOU feel that there's something to what she said, doesn't mean there WAS...I'm of the opinion that there is a man who finally showed some guts to speak the truth...the fact that you find it distasteful does not diminish his courage","1","RB,@SBAR,5.16	IN,S,6.15	NP,VP,6.13	VBP,SBAR,5.58	IN,S,5.72	NP,VP,6.01	VBZ,NP,6.02	NP,SBAR,6.17	WHPP,S,6.73	TO,WHNP,0.01	S,S,4.24	S,:,1.39	S,S,5.76	S,:,3.88	NP,VP,3.66	VP,VP,3.59	VP,,,0.01	VP,VP,5.00	VBZ,RB,0.02	VP,NP,0.48	VB,ADVP,5.46	NP,VP,2.43	VP,SBAR,1.95	VBP,PP,0.11	IN,NP,0.01	DT,NN,0.05	IN,S,2.40	NP,VP,2.20	VBZ,NP,2.03	NP,SBAR,0.44	DT,NN,0.01	WHNP,S,1.81	ADVP,VP,1.30	VP,S,0.24	VBD,NP,0.46	DT,NNS,4.03	TO,VP,0.47	VB,NP,0.24	DT,NN,5.71	NP,VP,1.49	NP,SBAR,5.81	DT,NN,0.00	IN,S,6.29	NP,VP,6.63	VBP,S,5.41	NP,ADJP,4.62	VP,VP,4.68	VBZ,RB,5.89	VB,NP,3.31	PRP$,NN,0.40	"
"you don't leave a lot of room for disagreement moose. all one must do to get pounced on by you all as a group is to say we disagree with the lifestyle and we are immediately attacked as christianistas christers christianists bigots. homophobic haters who want to oppress and destroy you. but none of what you accuse me of being is true which is why it rolls of me like water off a duck. and i realize my truth is hard and painful to receive but it is spoken in love and out of an eternal concern for you. if what i believe is true, and it is  and i really felt about gays as you say i do, then why would i tell you about the good news of salvation in the hope of spending eternity with you ? explain that if you can.","1","NP,@S,4.07	VP,.,3.60	VP,VP,3.57	VBP,RB,0.02	VP,PP,1.73	VB,NP,4.68	NP,PP,0.29	DT,NN,0.01	IN,NP,0.04	IN,NP,0.04	NN,NN,0.00	"
"yes, particuarly if you understand the puns in the original hebrew.  adam (mankind) is related to the word (adamah), which means 'red clay'. this is in turn releated to the word edom , which means 'blood'.  the word translated as 'created' is more like the term 'formed', as a potter forms a piece of clay.  so, if you look at it properly, we can see that genesis is saying 'god formed man as a potter forms clay out of flesh and blood'.  the word 'eve' is the word for love. so we can also point out that 'god formed man out of flesh and blood, and gave him love for companionship. that is all without going into the political comentary about conditions between the various cultures at the time.","1","NP,@FRAG,1.53	,,@FRAG,0.95	SBAR,.,0.58	ADVP,@SBAR,0.79	IN,S,0.17	NP,VP,0.57	VBP,NP,1.18	NP,PP,0.29	DT,NNS,2.05	IN,NP,0.65	DT,@NP,1.01	JJ,NN,5.51	"
"unkerpaulit  2. it does not imply that god is not righteous. being righteous necessitates eliminating evil","1","NP,.,0.20	NP,NP,0.23	"
"then call the police, or whoever it is you're currently whining to, if you don't like it. see if they can help you. do it now? p.s. did yo daddy plug da hole today? huh?  emoticonxbouncer","1","RB,@S,4.18	VP,.,3.64	VB,NP,3.77	NP,SBAR,0.27	NP,,,0.85	NP,SBAR,0.85	NP,CC,0.10	NP,,,0.01	DT,NN,0.01	WHNP,S,0.87	NP,VP,0.64	VBZ,SBAR,0.35	NP,VP,0.04	VP,VP,0.19	VBP,ADVP,0.03	VBG,PP,0.02	IN,S,1.54	NP,VP,2.34	VP,VP,0.97	VBP,RB,0.02	VB,NP,0.01	"
"OUCH! Err... what the   OOF! OW! Aw come on... ARRGH! DOWN BOY! Hi, allow me to introduce myself. I'm UNDETERRED! I have a tenth grade education and an internet connection. A while ago when I wanted to find out if there were any creatures with both gills and lungs, I found NEOTENIC AXOLOTLS. Like I said that was a while ago, and that's the name I remember. I have a vague recollection about neotenic meaning that it didn't pass a certain life stage, and apart from that I always thought axolotls were called axolotls. In my country they are, anyway. Now I ask you, what the HELL does it matter what the HELL I called it, as long as you know what it is (or can at least you can look it up, too). TIME TO UP YOUR MEDS. emoticonXMad","1","ADVP,.,0.22	"
"So, do humans become instantly vested with this ""sin"" nature as soon as they pass through the defiling vagina of a woman into the world? Is there something about passing through a woman's vagina that defiles all of humanity? Whereas, the fetus in the womb is totally innocent and blameless and without sin? I'm trying to understand.","1","SBAR,@SBARQ,4.18	,,@SBARQ,5.22	SQ,.,4.86	SQ,VP,4.33	VBP,NP,0.07	VP,VP,4.21	VB,ADVP,0.02	VP,ADVP,1.21	VBN,PP,2.17	IN,NP,2.09	DT,@NP,1.67	``,@NP,2.11	NN,@NP,5.32	'',NN,0.01	ADVP,SBAR,1.11	RB,RB,0.01	IN,S,0.92	NP,VP,1.03	VBP,PP,0.36	IN,NP,0.56	NP,PP,0.25	DT,@NP,0.10	VBG,NN,0.40	IN,NP,0.56	NP,PP,0.26	DT,NN,0.02	IN,NP,0.10	DT,NN,0.01	"
"rovdak, are you forgetting that ivf and cloning technologies are abortive technologies?","1","NP,@S,3.55	,,@S,4.10	VP,.,2.93	VBP,S,1.77	NP,VP,2.19	VBG,SBAR,3.04	IN,S,1.17	NP,VP,0.09	NP,NP,0.91	NP,CC,0.22	VBG,NNS,0.18	VBP,NP,0.03	JJ,NNS,0.18	"
"Since you are so sure that universal ideas of right and wrong exist, kindly post a single example of an act that has been considered wrong at all times, in all places, and by all people. If you can't do it, I suggest you retreat back into your Randian cave. )","1","SBAR,@S,1.13	IN,S,3.84	NP,VP,3.47	VBP,ADJP,2.83	RB,@ADJP,1.56	JJ,SBAR,0.67	IN,S,1.10	NP,VP,0.69	NP,PP,4.16	JJ,NNS,0.07	IN,NP,3.11	NP,JJ,9.72	NN,CC,5.89	,,@S,3.19	ADVP,@S,3.91	VP,.,3.74	VB,NP,4.34	NP,PP,5.15	DT,@NP,0.21	JJ,NN,0.01	IN,NP,5.04	NP,SBAR,5.91	DT,NN,0.00	WHNP,S,5.90	VBZ,VP,5.93	VBN,VP,5.71	VP,PP,7.49	VBN,ADJP,5.88	PP,PP,1.51	PP,CC,1.07	PP,,,0.74	PP,PP,0.43	PP,,,0.21	IN,NP,0.06	DT,NNS,0.00	IN,NP,0.15	DT,NNS,0.00	IN,NP,0.23	DT,NNS,0.01	"
"explain that spurious, slanderous statement. you described yourself and associates, the treasonous congressmen from past and present and your planned attempt to overturn that very due process right we won in heller and mcdonald that affirmed the individual, personal right to keep and bear arms uninfringed. we should be suing you, your .org, any other .org like vpc and voting and impeaching corrupt congressmen and groups like maig. you wouldn't want to deny our due process rights to protect our second amendment and fourteenth amendment rights would you scott?","1","VP,.,0.11	VB,NP,0.27	DT,@NP,0.10	JJ,@NP,0.14	,,@NP,0.76	JJ,NN,0.59	"
"don't buy into this leftist propaganda icare, god is neither a republican nor an american so ones political party has no bearing on our salvation. what we do know though is that god honors truth and morality and obama represents none of that. a vote for mccain is a vote for democracy. a vote for obama is a vote for socialism.","1","S,@S,2.43	VP,VP,4.00	VBP,RB,0.02	VB,PP,3.16	IN,NP,3.77	DT,@NP,2.80	JJ,@NP,2.82	NN,NN,5.05	,,@S,6.47	NP,@S,7.36	VP,.,6.24	VP,NP,3.02	VBZ,CC,0.18	NP,SBAR,3.08	DT,@NP,1.23	UCP,NNS,2.82	UCP,ADVP,1.33	ADJP,CC,0.42	NP,RB,0.09	DT,NN,0.11	NP,VP,3.53	JJ,NN,0.02	VBZ,NP,3.39	NP,PP,3.51	DT,NN,5.94	IN,NP,1.95	PRP$,NN,3.35	"
"lmao! did you read my last sentence, the conclusion of my post? and i quote  ""so to answer your question  yes"" damn im so evasive! since you asked the question again, ill answer again  snip stuff about us being in a democratic system  snip  as a christian, if a legal matter is being contested, and you want to oppose it, you are certainly welcome to do so. as a gay, if you want to propose a legal matter, a christian should be equally welcome to contest it. it is doing unto others as they would have others do unto them, so to answer your question  yes","1","NN,.,0.22	"
"how many text book does it take to screw in a light bulb? the text books can't. it has to be the children themselves who do the screwing. the text books are just there to help turn the light on.","1","WHNP,@SBARQ,1.28	WHNP,NN,0.00	WHADJP,NN,0.05	WRB,JJ,0.01	SQ,.,1.02	SQ,VP,0.43	VBZ,NP,0.02	VB,S,0.53	TO,VP,0.82	VB,PP,0.52	IN,NP,1.82	DT,@NP,0.46	JJ,NN,0.22	"
"ER, you possess an extremely sick mind which is obsessed with sex. Have you never sought counseling for your malady?","1","NP,@S,3.10	,,@S,2.99	NP,@S,3.15	VP,.,3.64	VBP,NP,3.06	NP,SBAR,5.28	DT,@NP,3.89	ADJP,NN,5.73	RB,JJ,5.64	WHNP,S,0.97	VBZ,VP,0.25	VBN,PP,1.00	IN,NP,5.28	"
"Volcanoes do more to contribute to global warming than an unchecked industrial society. Toxic gases, giant ash clouds, thousands of degrees of heat being released anytime there's anything approaching an eruption, it's not a pretty picture. Molten rock isn't the most environmentally friendly substance you'll ever encounter.","1","NP,@S,3.48	VP,.,2.84	VP,S,1.88	VBP,NP,0.00	TO,VP,1.94	VP,PP,1.97	VB,PP,0.40	TO,NP,0.02	JJ,NN,0.00	IN,NP,1.73	DT,@NP,1.38	ADJP,NN,2.24	JJ,JJ,3.12	"
"they wouldn't have to avoid heller since heller recognized that restrictions on packing heat are okay. next argument, please.","1","NP,@S,4.89	VP,.,3.62	VP,VP,3.85	MD,RB,0.01	VB,S,4.46	TO,VP,4.93	VP,SBAR,0.10	VB,NP,4.38	IN,S,2.84	NP,VP,2.74	VBD,SBAR,0.27	IN,S,0.19	NP,VP,1.02	NP,PP,0.19	IN,NP,0.37	NN,NN,0.21	VBP,ADJP,0.60	"
"did i just see a draw pistol and shoot ones self in foot here?","1","SQ,.,3.34	SQ,VP,1.47	VBD,NP,0.96	ADVP,@VP,0.78	VP,ADVP,1.32	VB,NP,0.35	NP,PP,2.32	DT,@NP,1.65	NN,@NP,0.67	NN,@NP,0.41	CC,@NP,0.46	NN,@NP,4.37	NNS,NN,0.01	IN,NP,0.20	"
"homosexuality can be cured and that studies show that long term, monogamous relationships for homosexual couples are unlikely. the success rate for reparative therapy is about one third, about the same as the success rate in other psychotherapy. there are not two kinds of people  homosexual and heterosexual, there are two kinds of people  heterosexuals who know that they are heterosexual and heterosexuals who dont know that they are heterosexual. there is no scientific evidence of a homosexual gene or any of the other politically correct explanations of homosexuality. the actual fact is that long term relationships are almost non existent among homosexuals. studies show the number of couples who are able to maintain fidelity for longer than five years is zero.","1","NP,@S,2.86	VP,.,2.03	VP,VP,2.12	VP,CC,0.40	MD,VP,0.04	VB,VP,0.23	IN,S,2.00	NP,VP,0.88	VBP,SBAR,1.44	IN,S,2.35	NP-TMP,@S,0.16	JJ,NN,0.01	,,@S,0.37	NP,VP,0.64	NP,PP,0.20	JJ,NNS,0.22	IN,NP,0.21	JJ,NNS,0.16	VBP,ADJP,0.04	"
"sweden. finland. norway. britain. luxembourg. germany. switzerland. oh, did you just want one?","1","NN,.,0.22	"
"Uhhh, in case you haven't noticed, the workers in the nursing home have been charged with several count of criminally negligent homicide. Also President Bush has taken responsibility from the federal end. We have yet to hear from Blanco or Nagen. They dropped the ball far worse than the feds did.","1","NP,@S,4.07	,,@S,4.40	PP,@S,1.09	IN,NP,2.29	NP,SBAR,0.67	NP,VP,0.96	VP,VP,1.54	VBP,RB,0.01	,,@S,2.72	NP,@S,1.30	NP,PP,0.43	DT,NNS,0.03	IN,NP,0.67	DT,@NP,0.58	NN,NN,0.23	VP,.,0.78	VBP,VP,1.25	VBN,VP,0.05	VBN,PP,7.54	IN,NP,2.37	NP,PP,3.66	JJ,NN,0.26	IN,NP,1.74	ADJP,NN,0.63	RB,JJ,0.04	"
"nd so strongly, at least this proves that I'm right about the porn hammering. emoticonXGood","1","NP,@S,4.15	NP,ADVP,1.93	RB,RB,3.43	,,@S,5.54	ADVP,@S,7.25	IN,JJS,5.91	NP,@S,6.53	VP,.,5.94	VBZ,SBAR,2.91	IN,S,2.74	NP,VP,1.23	VBP,ADJP,2.77	JJ,PP,5.83	IN,NP,0.03	DT,@NP,0.18	NN,NN,0.32	"
"NONSENSE! What it is a reflection of is the sense of paranoia that the hard right religious radical lunatic fringe has created ever since 9 11. If YOU were panicked, suck it up! Others have suffered far worse and have managed to keep their perspective. The non stop drumbeat from the Chicken Littles on the right is responsible for this and no one else.  Cheney on Meet the Press  this morning is a perfect example of this destructive attitude.","1","NN,.,0.22	"
"would a prosecution for shooting an intruder in the states demonstrate the illegality of using a gun for self defense in america?","1","S,@S,0.54	MD,VP,2.88	NP,PP,3.00	DT,NN,0.21	IN,S,3.16	VP,PP,2.83	VBG,NP,5.55	DT,NN,0.23	IN,NP,0.01	DT,NNS,0.38	VP,.,0.54	VBP,NP,0.49	NP,PP,0.35	DT,NN,0.22	IN,S,0.50	VP,PP,0.18	VBG,NP,0.27	DT,NN,0.04	IN,NP,0.32	NP,PP,0.25	NN,NN,0.14	IN,NP,0.37	"
"hanks, all of this stuff of yours is so transparently stupid that nobody who isn't a dittohead needs any help from me in recognising its inanity. i'll leave them to it.","1","NP,@S,7.78	NP,NP,0.36	NP,,,0.22	NP,PP,0.44	IN,NP,0.43	NP,PP,0.11	DT,NN,0.00	IN,NP,0.03	VP,.,5.70	VP,SBAR,0.26	VP,ADJP,13.68	VBZ,ADVP,4.07	RB,RB,1.91	IN,S,4.07	NP,VP,1.11	NP,SBAR,1.92	WHNP,S,3.22	VP,NP,5.29	VBZ,RB,0.03	DT,NN,0.21	VP,PP,0.10	VBZ,NP,0.16	NP,PP,0.15	DT,NN,0.02	IN,NP,5.44	IN,S,0.26	VBG,NP,0.37	PRP$,NN,1.50	"
"As I have mentioned many times in these forums, one's personal view of abortion (i.e., whether it should be prohibited or permitted) has nothing whatsoever to do with whether Roe v. Wade should be overturned. If one supports the rule of law, then they would have to support the statement made by Senator McCain. Also, given that you don't like his stated position on gay marriage (i.e., that marriage is a state issue), it appears to me that you don't like democracy either.","1","SBAR,@S,6.38	IN,S,0.07	NP,VP,0.11	VBP,VP,0.15	VBN,NP,0.11	NP,PP,0.10	JJ,NNS,0.00	IN,NP,0.04	DT,NNS,0.23	,,@S,6.11	NP,@S,9.22	NP,PP,1.05	NP,@NP,0.72	CD,POS,0.00	JJ,NN,5.65	IN,NP,0.23	PRN,@S,4.72	-LRB-,@PRN,2.81	S,-RRB-,3.27	NP,VP,1.63	NP,SBAR,0.11	NP,,,0.02	IN,S,0.03	MD,VP,0.63	VB,VP,0.47	VP,VBN,0.37	VBN,CC,0.23	VP,.,6.89	VBZ,S,6.28	NP,VP,1.94	NN,RB,5.58	TO,VP,1.44	VB,PP,3.66	IN,SBAR,3.06	IN,S,3.16	NP,VP,0.10	NP,NNP,0.08	NNP,CC,0.00	MD,VP,0.04	VB,VP,0.23	"
"in this case the law and the science are in accord. the law can treat the late term fetus as a person because it has developed to the point where sentience is verifiable.","1","PP,@S,0.73	IN,NP,0.04	DT,NN,0.03	NP,@S,0.49	NP,NP,0.16	NP,CC,0.08	DT,NN,0.08	DT,NN,0.00	VP,.,0.13	VBP,PP,0.10	IN,NP,0.23	"
"Any evidence to support this or is it just a neat excuse not to take any action?","1","NP,.,3.80	NP,NP,2.27	DT,@NP,4.98	NN,S,0.30	TO,VP,0.22	VP,VP,0.97	VP,CC,0.00	VB,NP,0.02	VBZ,NP,0.01	NP,SBAR,3.75	RB,@NP,4.17	DT,@NP,3.40	JJ,NN,5.21	RB,VP,6.30	TO,VP,0.09	VB,NP,0.03	DT,NN,0.01	"
"Don't worry too much about removing the 's' Yossarian. The original line read  and the tides of time rushes in. It should have either been  and the tides of time rush in. or and the tide of time rushes in. If SpicyGirl is unable to take constructive critism, then that is her problem, not yours. But you're right, other than the spelling and grammar, it's pretty good. Smiley","1","VP,.,1.30	VP,VP,3.60	VBP,RB,0.01	VP,NP,1.29	VP,'',1.06	VP,NP,1.33	VB,PRT,3.42	NP,PP,0.17	IN,VP,0.20	VP,S,0.62	VBG,NP,0.22	"
"you're right, anastasia. it is too bad, but this thread has a life of sorts and those that post show its qol. so it's a telling story...sometimes, know what i mean?  ) qol   depression due to circumstancesmaybe?","1","NP,@S,2.92	VP,.,1.95	VP,NP,1.56	VP,,,0.27	VBP,ADJP,5.90	"
"It is entirely premature to be discussing this matter for the purpose of promoting political positions and beliefs. It is also disrespectful to those that died and their families to try and capitalize on their pain for a political agenda. No relevant details have been discovered or released yet meaning all that can be had is pure speculation and hyperbole. The simple fact that authorities were able to apprehend the individual before he could commit suicide places us as a whole in a unique situation.","1","NP,@S,4.09	VP,.,2.98	VP,S,0.73	VBZ,ADJP,0.35	RB,JJ,0.23	TO,VP,0.44	VB,VP,0.28	VBG,NP,0.25	NP,PP,0.10	DT,NN,0.01	IN,NP,0.30	NP,PP,0.57	DT,NN,4.98	IN,S,0.22	VBG,NP,0.08	JJ,@NP,0.14	NP,NNS,0.67	NNS,CC,0.08	"
"Have you considered that there are some Liberals, who are retired from their jobs ?","1","SQ,.,3.22	SQ,VP,3.08	VBP,NP,0.02	VBN,SBAR,2.79	IN,S,3.03	NP,VP,1.10	VBP,NP,1.07	NP,SBAR,0.16	NP,,,0.20	DT,NNS,0.23	WHNP,S,0.59	VBP,VP,0.41	VBN,PP,0.04	IN,NP,0.28	PRP$,NNS,0.22	"
"you would think open indulgence in any and every proclivity known to man qualifies as thinking for themselves.","1","S,.,2.27	S,S,0.02	S,CC,0.65	NP,VP,0.74	MD,VP,0.99	VP,PP,1.26	VB,NP,0.64	JJ,NN,10.29	IN,NP,0.01	NP,VP,0.18	NP,VP,0.31	DT,NN,0.22	VBN,S,0.46	TO,VP,0.00	VBZ,PP,0.23	IN,S,0.07	VBG,PP,0.44	IN,NP,0.02	"
"victory made news because of the Islamic supremacist statements made then. The event featured declarations such as ""This is a victory for Islam! Islam won! Islam won!  ... Islamic power is extending into Canadian politics!"" as reported by Arab attendees, even those who had voted for Alghabra. Many said that Alghabra s key supporter, councilor and Liberal party member Khalid Usman who came from Markham, took the podium with Alghabra, announcing, ""We have the East, we have the West, and now we have Mississauga!"" Isn't multiculturalism wonderful!? Western Standard","1","NP,@S,1.73	VP,.,1.24	VP,SBAR,1.81	VBD,NP,0.01	IN,S,1.67	PP,@S,0.19	IN,NP,0.04	DT,@NP,0.03	JJ,NN,0.00	NP,VP,0.27	VBD,ADVP,0.01	"
"read the article, it tells you who found the quote (site intelligence group). in any case, my point is would it matter? these groups are as likely to be pulling reverse psychology (at least in public statements) as anything else, i was pointing out the absurdity of using such endorsements to score political points. btw if you wanted to attack the source, you'd be far better pointing out that the poster, while posting on an extremist website, is not actually an al qaeda member or representative of any kind. rather than actually doing some research, you just put your fingers in your ears and claim the source doesn't exist.","1","S,@S,1.68	VB,NP,0.19	DT,NN,0.22	,,@S,2.99	NP,@S,2.77	VP,.,2.93	VBZ,NP,0.82	NP,SBAR,0.47	WHNP,S,1.49	VBD,NP,0.51	NP,PRN,0.30	DT,NN,0.22	-LRB-,@PRN,0.38	NP,-RRB-,1.47	NP,NP,2.89	NN,NN,5.45	"
"i think a better question is what preserved their life for so long? it is the mercy of god that upholds and preserves people in this life. it is the sin of human beings that is responsible for death. this is not correct. god does go 'out of his way' to keep everyone alive. besides that, god would never be presented with any kind of problem, much less a problem of overpopulation. good grief, to suggest that the god who created the earth would have a problem with overpoulation is, frankly, as ridiculous as trying to find some passage in the bible that condones, allows, or supports any and every abortion that occurs. that is ridiculous.","1","WHNP,@SBARQ,2.98	SQ,.,0.92	VB,NP,0.37	NP,SBAR,0.76	DT,@NP,0.02	JJR,NN,7.48	VBZ,SBAR,0.12	WHNP,S,0.11	VP,PP,1.50	VBD,NP,0.31	PRP$,NN,5.90	IN,ADVP,0.13	RB,JJ,0.02	"
"the technology is here. we built a prototype of a weapon a while back (mil contract) that was constructed entirely from carbon composites. it is more or less the same stuff that they make the carbon barrels for the 10 22 with. i don't think they will be hot sellers, though, as they need specialised molding systems (single use) and the composites required for the stressed parts is very expensive. the prototype cost 3.4 million to build, with an estimated per unit cost, whould they ever reach production, of  347,000 each.","1","NP,@S,0.63	DT,NN,0.04	VP,.,0.16	VBZ,ADVP,0.01	"
"sorry if i sound harsh, but honestly this statement only sounds to me like you are convicted and you dont want anyone else to be willing to take care of disabled children so that your conscience would be clear not to as welll...","1","NP,@S,0.57	ADJP,@NP,4.55	ADJP,PRN,4.85	JJ,PP,1.85	IN,NP,2.38	NP,ADJP,2.87	JJ,JJ,3.06	,,@PRN,2.91	CC,ADVP,5.71	DT,NN,0.82	VP,:,5.59	ADVP,@VP,4.48	VP,SBAR,4.50	VBZ,PP,0.23	TO,NP,5.43	IN,S,3.57	S,S,3.18	S,CC,0.56	NP,VP,0.01	VBP,VP,0.08	NP,VP,3.05	VBP,VP,3.60	VB,S,2.69	NP,VP,0.36	NN,RB,0.03	TO,VP,0.63	VP,SBAR,3.42	VB,ADJP,2.74	JJ,S,1.26	TO,VP,1.80	VB,NP,0.64	NP,PP,5.24	IN,NP,1.01	JJ,NNS,5.94	SBAR,S,2.60	IN,IN,0.01	NP,VP,2.81	PRP$,NN,0.00	MD,VP,3.14	VB,ADJP,3.20	ADJP,PP,1.50	ADJP,PP,1.24	JJ,RB,5.90	IN,NP,0.22	"
"No I do not think that all life comes from a single celled ancestor in the distant past. The first reason for this is my faith in the inherent word of God. Secondly, throughout my college education (majoring in Molecular Biology) I have observed the complexities of the single cell, and find it impossible to believe that it occurred by accident (though that may not be the best choice of words). The more and more we learn about cellular structure, the more complex we find it is and how these complexities are required in order for life to be present at all.","1","NP,@S,0.91	DT,PRP,5.86	VP,.,1.97	VP,VP,0.29	VBP,RB,5.90	VB,SBAR,0.57	IN,S,0.70	NP,VP,0.25	DT,NN,5.90	VBZ,PP,5.99	IN,NP,0.19	NP,VP,0.79	DT,JJ,0.02	VBN,NP,0.38	NP,PP,0.29	IN,NP,0.21	DT,@NP,0.47	JJ,NN,3.95	"
